,Portfolio,NAME,WEIGHT,FUND_SDG01_ACHIEVE_SIGNAL,FUND_SDG02_ACHIEVE_SIGNAL,FUND_SDG03_ACHIEVE_SIGNAL,FUND_SDG04_ACHIEVE_SIGNAL,FUND_SDG05_ACHIEVE_SIGNAL,FUND_SDG06_ACHIEVE_SIGNAL,FUND_SDG07_ACHIEVE_SIGNAL,FUND_SDG08_ACHIEVE_SIGNAL,FUND_SDG09_ACHIEVE_SIGNAL,FUND_SDG10_ACHIEVE_SIGNAL,FUND_SDG11_ACHIEVE_SIGNAL,FUND_SDG12_ACHIEVE_SIGNAL,FUND_SDG13_ACHIEVE_SIGNAL,FUND_SDG14_ACHIEVE_SIGNAL,FUND_SDG15_ACHIEVE_SIGNAL,FUND_SDG16_ACHIEVE_SIGNAL,FUND_SDG17_ACHIEVE_SIGNAL
5,Stable US Healthcare Giants,CVS HEALTH CORPORATION,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Stable US Healthcare Giants,"GILEAD SCIENCES, INC.",0.09,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Stable US Healthcare Giants,JOHNSON & JOHNSON,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Stable US Healthcare Giants,VERTEX PHARMACEUTICALS INCORPORATED,0.09,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Stable US Healthcare Giants,ABBVIE INC.,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Stable US Healthcare Giants,MEDTRONIC PUBLIC LIMITED COMPANY,0.09,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Stable US Healthcare Giants,CASH,0.0155,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Stable US Industrial Giants,CSX Corporation,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Stable US Industrial Giants,PACCAR INC,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Stable US Industrial Giants,"WASTE MANAGEMENT, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
3,Stable US Industrial Giants,"L3HARRIS TECHNOLOGIES, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Stable US Industrial Giants,CUMMINS INC.,0.07,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Stable US Industrial Giants,GENERAL DYNAMICS CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Stable US Industrial Giants,UNION PACIFIC CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Stable US Industrial Giants,3M COMPANY,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Stable US Industrial Giants,EMERSON ELECTRIC CO.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Stable US Industrial Giants,TRANE TECHNOLOGIES PLC,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Stable US Industrial Giants,NORFOLK SOUTHERN CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Stable US Industrial Giants,"REPUBLIC SERVICES, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Stable US Industrial Giants,EATON CORPORATION PUBLIC LIMITED COMPANY,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
13,Stable US Industrial Giants,JOHNSON CONTROLS INTERNATIONAL PLC,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Stable US Industrial Giants,OTIS WORLDWIDE CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Stable US Industrial Giants,CASH,0.016,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Singapore Stable REITs,Frasers Centrepoint Trust,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Singapore Stable REITs,MAPLETREE LOGISTICS TRUST,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Singapore Stable REITs,Ascendas Real Estate Investment Trust,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
3,Singapore Stable REITs,Suntec Real Estate Investment Trust,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Singapore Stable REITs,Parkway Life Real Estate Investment Trust,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Singapore Stable REITs,CapitaLand Integrated Commercial Trust,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Singapore Stable REITs,Mapletree Industrial Trust,0.1,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Singapore Stable REITs,MAPLETREE COMMERCIAL TRUST,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Singapore Stable REITs,Keppel DC REIT,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Singapore Stable REITs,FRASERS LOGISTICS & COMMERCIAL TRUST,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Singapore Stable REITs,CASH,0.015,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,US Financials,AFLAC INCORPORATED,0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,US Financials,"THE PNC FINANCIAL SERVICES GROUP, INC.",0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,US Financials,COMERICA INCORPORATED,0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,US Financials,"The Travelers Companies, Inc.",0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,US Financials,JPMORGAN CHASE & CO.,0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,US Financials,M&T BANK CORPORATION,0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,US Financials,"PRINCIPAL FINANCIAL GROUP, INC.",0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,US Financials,REGIONS FINANCIAL CORPORATION,0.08,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,US Financials,Chubb Limited,0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,US Financials,FIFTH THIRD BANCORP,0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,US Financials,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,US Financials,KEYCORP,0.08,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,US Financials,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",0.08,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
